"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
6,D,3.292878e+000,3.431649e+001,4.240000e+002,5.340000e+002,113,3.352776e-001,3.286966e+002,8.737939e+001,1.548491e+001,7.255472e-001,9.696412e+001,4.725664e+000,3.037319e+000,4.809159e-001
6,E,2.272960e+000,3.431649e+001,2.960000e+002,4.470000e+002,78,3.737843e-001,3.440840e+002,8.488953e+001,1.942545e+001,8.535061e-001,9.658747e+001,5.730769e+000,2.982509e+000,5.149953e-001
6,F,2.593506e+000,3.431649e+001,2.200000e+002,4.090000e+002,89,4.215951e-001,3.027420e+002,7.986951e+001,2.588251e+001,8.078495e-001,1.006395e+002,4.595506e+000,3.029022e+000,4.733938e-001
6,G,2.447803e+000,3.431649e+001,1.930000e+002,3.900000e+002,84,4.032364e-001,3.137496e+002,7.234108e+001,1.702842e+001,7.888839e-001,8.537239e+001,4.642857e+000,3.793806e+000,4.505722e-001
7,B,1.136480e+000,3.431649e+001,2.570000e+002,1.500000e+002,39,3.454549e-001,3.615854e+002,5.588737e+001,1.057275e+001,5.400564e-001,5.591286e+001,3.846154e+000,3.452479e+000,4.701184e-001
7,C,1.981555e+000,3.431649e+001,2.630000e+002,2.940000e+002,68,3.521406e-001,3.396121e+002,6.998819e+001,1.661137e+001,6.257741e-001,7.899515e+001,4.323529e+000,3.123572e+000,4.879271e-001
7,D,2.068976e+000,3.431649e+001,3.770000e+002,3.820000e+002,71,4.025970e-001,3.229380e+002,9.232825e+001,1.793748e+001,8.774194e-001,1.086465e+002,5.380282e+000,3.506684e+000,4.964771e-001
7,E,2.010695e+000,3.431649e+001,2.090000e+002,3.250000e+002,69,3.904647e-001,3.152011e+002,7.829479e+001,2.085428e+001,7.782977e-001,9.245981e+001,4.710145e+000,3.133391e+000,4.926779e-001
7,F,2.039836e+000,3.431649e+001,2.290000e+002,3.140000e+002,70,4.067399e-001,3.184646e+002,6.401334e+001,1.565282e+001,7.319671e-001,7.423481e+001,4.485714e+000,3.349137e+000,4.472409e-001
7,G,1.952414e+000,3.431649e+001,1.790000e+002,3.690000e+002,67,4.386050e-001,3.569417e+002,7.610844e+001,1.919813e+001,8.502402e-001,9.367718e+001,5.507463e+000,3.231419e+000,4.622850e-001
