"","Slice","Count","l2","Time","day","cID","nl2","Cell","conc","drug"
"2253","WellR02-C03H2B_day9",444,8.79441586635011,129.3848,5,6,0.490635118173003,"SC10",8,"plx"
"2254","WellR02-C03H2B_day0",15,3.90689059560852,-138.3394,-4,7,-3.95109039951905,"SC10",8,"plx"
"2255","WellR02-C03H2B_day1",47,5.55458885167764,-94.2383,-3,7,-2.30339214344993,"SC10",8,"plx"
"2256","WellR02-C03H2B_day2",66,6.04439411935845,-69.3866,-2,7,-1.81358687576912,"SC10",8,"plx"
"2257","WellR02-C03H2B_day3",205,7.67948009950545,-16.1116,-1,7,-0.178500895622125,"SC10",8,"plx"
"2258","WellR02-C03H2B_day4",232,7.85798099512757,0,0,7,0,"SC10",8,"plx"
"2259","WellR02-C03H2B_day5",235,7.876516946565,29.8228,1,7,0.0185359514374275,"SC10",8,"plx"
"2260","WellR02-C03H2B_day6",315,8.29920801838728,48.6431,2,7,0.441227023259708,"SC10",8,"plx"
"2261","WellR02-C03H2B_day7",398,8.63662462054365,78.8578,3,7,0.778643625416078,"SC10",8,"plx"
"2262","WellR02-C03H2B_day8",372,8.53915881110803,98.4842,4,7,0.681177815980459,"SC10",8,"plx"
"2263","WellR02-C03H2B_day9",377,8.55842071326866,129.3848,5,7,0.700439718141092,"SC10",8,"plx"
"2264","WellR02-C03H2B_day0",5,2.32192809488736,-138.3394,-4,8,-4.72246602447109,"SC10",8,"plx"
"2265","WellR02-C03H2B_day1",16,4,-94.2383,-3,8,-3.04439411935845,"SC10",8,"plx"
"2266","WellR02-C03H2B_day2",32,5,-69.3866,-2,8,-2.04439411935845,"SC10",8,"plx"
"2267","WellR02-C03H2B_day3",111,6.79441586635011,-16.1116,-1,8,-0.249978253008347,"SC10",8,"plx"
"2268","WellR02-C03H2B_day4",132,7.04439411935845,0,0,8,0,"SC10",8,"plx"
"2269","WellR02-C03H2B_day5",137,7.09803208296053,29.8228,1,8,0.053637963602073,"SC10",8,"plx"
"2270","WellR02-C03H2B_day6",171,7.4178525148859,48.6431,2,8,0.373458395527445,"SC10",8,"plx"
"2271","WellR02-C03H2B_day7",239,7.90086680798075,78.8578,3,8,0.856472688622295,"SC10",8,"plx"
"2272","WellR02-C03H2B_day8",187,7.54689445988764,98.4842,4,8,0.502500340529183,"SC10",8,"plx"
"2273","WellR02-C03H2B_day9",200,7.64385618977472,129.3848,5,8,0.599462070416271,"SC10",8,"plx"
"2274","WellR02-C03H2B_day0",8,3,-138.3394,-4,9,-4.27612440527424,"SC10",8,"plx"
"2275","WellR02-C03H2B_day1",21,4.39231742277876,-94.2383,-3,9,-2.88380698249548,"SC10",8,"plx"
"2276","WellR02-C03H2B_day2",41,5.35755200461808,-69.3866,-2,9,-1.91857240065615,"SC10",8,"plx"
"2277","WellR02-C03H2B_day3",153,7.25738784269265,-16.1116,-1,9,-0.0187365625815854,"SC10",8,"plx"
"2278","WellR02-C03H2B_day4",155,7.27612440527424,0,0,9,0,"SC10",8,"plx"
"2279","WellR02-C03H2B_day5",148,7.20945336562895,29.8228,1,9,-0.0666710396452874,"SC10",8,"plx"
"2280","WellR02-C03H2B_day6",206,7.68650052718322,48.6431,2,9,0.410376121908981,"SC10",8,"plx"
"2281","WellR02-C03H2B_day7",339,8.40514146313634,78.8578,3,9,1.12901705786211,"SC10",8,"plx"
"2282","WellR02-C03H2B_day8",346,8.43462822763673,98.4842,4,9,1.15850382236249,"SC10",8,"plx"
"2283","WellR02-C03H2B_day9",374,8.54689445988764,129.3848,5,9,1.2707700546134,"SC10",8,"plx"
"2284","WellR02-C03H2B_day0",6,2.58496250072116,-138.3394,-4,10,-5.4318457869654,"SC10",8,"plx"
"2285","WellR02-C03H2B_day1",24,4.58496250072116,-94.2383,-3,10,-3.4318457869654,"SC10",8,"plx"
"2286","WellR02-C03H2B_day2",58,5.85798099512757,-69.3866,-2,10,-2.15882729255898,"SC10",8,"plx"
"2287","WellR02-C03H2B_day3",240,7.90689059560852,-16.1116,-1,10,-0.109917692078036,"SC10",8,"plx"
"2288","WellR02-C03H2B_day4",259,8.01680828768655,0,0,10,0,"SC10",8,"plx"
"2289","WellR02-C03H2B_day5",242,7.91886323727459,29.8228,1,10,-0.0979450504119601,"SC10",8,"plx"
"2290","WellR02-C03H2B_day6",267,8.06069593168755,48.6431,2,10,0.0438876440009999,"SC10",8,"plx"
"2291","WellR02-C03H2B_day7",292,8.18982455888002,78.8578,3,10,0.173016271193463,"SC10",8,"plx"
"2292","WellR02-C03H2B_day8",157,7.29462074889163,98.4842,4,10,-0.722187538794928,"SC10",8,"plx"
"2293","WellR02-C03H2B_day9",169,7.40087943628218,129.3848,5,10,-0.61592885140437,"SC10",8,"plx"
"2294","WellR02-C04H2B_day0",10,3.32192809488736,-138.3394,-4,11,-5.10013667128545,"SC10",8,"plx"
"2295","WellR02-C04H2B_day1",34,5.08746284125034,-94.2383,-3,11,-3.33460192492247,"SC10",8,"plx"
"2296","WellR02-C04H2B_day2",86,6.4262647547021,-69.3866,-2,11,-1.99580001147072,"SC10",8,"plx"
"2297","WellR02-C04H2B_day3",319,8.31741261376487,-16.1116,-1,11,-0.104652152407944,"SC10",8,"plx"
"2298","WellR02-C04H2B_day4",343,8.42206476617281,0,0,11,0,"SC10",8,"plx"
"2299","WellR02-C04H2B_day5",362,8.49984588708321,29.8228,1,11,0.0777811209103927,"SC10",8,"plx"
"2300","WellR02-C04H2B_day6",507,8.98584193700334,48.6431,2,11,0.563777170830528,"SC10",8,"plx"
"2301","WellR02-C04H2B_day7",647,9.33762190199251,78.8578,3,11,0.915557135819695,"SC10",8,"plx"
"2302","WellR02-C04H2B_day8",640,9.32192809488736,98.4842,4,11,0.899863328714549,"SC10",8,"plx"
"2303","WellR02-C04H2B_day9",683,9.41574176829009,129.3848,5,11,0.993677002117277,"SC10",8,"plx"
"2304","WellR02-C04H2B_day0",6,2.58496250072116,-138.3394,-4,12,-5.67713234464902,"SC10",8,"plx"
"2305","WellR02-C04H2B_day1",20,4.32192809488736,-94.2383,-3,12,-3.94016675048282,"SC10",8,"plx"
"2306","WellR02-C04H2B_day2",43,5.4262647547021,-69.3866,-2,12,-2.83583009066808,"SC10",8,"plx"
"2307","WellR02-C04H2B_day3",214,7.74146698640115,-16.1116,-1,12,-0.520627858969031,"SC10",8,"plx"
"2308","WellR02-C04H2B_day4",307,8.26209484537018,0,0,12,0,"SC10",8,"plx"
"2309","WellR02-C04H2B_day5",310,8.27612440527424,29.8228,1,12,0.0140295599040599,"SC10",8,"plx"
"2310","WellR02-C04H2B_day6",454,8.82654848729091,48.6431,2,12,0.564453641920736,"SC10",8,"plx"
"2311","WellR02-C04H2B_day7",556,9.11894107272351,78.8578,3,12,0.856846227353328,"SC10",8,"plx"
"2312","WellR02-C04H2B_day8",575,9.16741814583174,98.4842,4,12,0.905323300461559,"SC10",8,"plx"
"2313","WellR02-C04H2B_day9",600,9.22881869049588,129.3848,5,12,0.966723845125703,"SC10",8,"plx"
"2314","WellR02-C04H2B_day0",7,2.8073549220576,-138.3394,-4,13,-4.47804729680464,"SC10",8,"plx"
"2315","WellR02-C04H2B_day1",19,4.24792751344359,-94.2383,-3,13,-3.03747470541866,"SC10",8,"plx"
"2316","WellR02-C04H2B_day2",37,5.20945336562895,-69.3866,-2,13,-2.0759488532333,"SC10",8,"plx"
"2317","WellR02-C04H2B_day3",140,7.12928301694497,-16.1116,-1,13,-0.156119201917282,"SC10",8,"plx"
"2318","WellR02-C04H2B_day4",156,7.28540221886225,0,0,13,0,"SC10",8,"plx"
"2319","WellR02-C04H2B_day5",177,7.467605550083,29.8228,1,13,0.182203331220749,"SC10",8,"plx"
"2320","WellR02-C04H2B_day6",239,7.90086680798075,48.6431,2,13,0.6154645891185,"SC10",8,"plx"
"2321","WellR02-C04H2B_day7",307,8.26209484537018,78.8578,3,13,0.97669262650793,"SC10",8,"plx"
"2322","WellR02-C04H2B_day8",297,8.21431912080077,98.4842,4,13,0.928916901938518,"SC10",8,"plx"
"2323","WellR02-C04H2B_day9",293,8.19475685442225,129.3848,5,13,0.90935463556,"SC10",8,"plx"
"2324","WellR02-C04H2B_day0",8,3,-138.3394,-4,14,-5.55842071326866,"SC10",8,"plx"
"2325","WellR02-C04H2B_day1",31,4.95419631038687,-94.2383,-3,14,-3.60422440288179,"SC10",8,"plx"
"2326","WellR02-C04H2B_day2",73,6.18982455888002,-69.3866,-2,14,-2.36859615438865,"SC10",8,"plx"
"2327","WellR02-C04H2B_day3",312,8.28540221886225,-16.1116,-1,14,-0.273018494406415,"SC10",8,"plx"
"2328","WellR02-C04H2B_day4",377,8.55842071326866,0,0,14,0,"SC10",8,"plx"
"2329","WellR02-C04H2B_day5",376,8.55458885167764,29.8228,1,14,-0.003831861591026,"SC10",8,"plx"
"2330","WellR02-C04H2B_day6",528,9.04439411935845,48.6431,2,14,0.485973406089791,"SC10",8,"plx"
"2331","WellR02-C04H2B_day7",724,9.49984588708321,78.8578,3,14,0.941425173814542,"SC10",8,"plx"
"2332","WellR02-C04H2B_day8",598,9.2240016741981,98.4842,4,14,0.665580960929441,"SC10",8,"plx"
"2333","WellR02-C04H2B_day9",652,9.34872815423108,129.3848,5,14,0.790307440962414,"SC10",8,"plx"
"2334","WellR02-C04H2B_day0",15,3.90689059560852,-138.3394,-4,15,-5.23521646169403,"SC10",8,"plx"
"2335","WellR02-C04H2B_day1",75,6.22881869049588,-94.2383,-3,15,-2.91328836680667,"SC10",8,"plx"
"2336","WellR02-C04H2B_day2",115,6.84549005094437,-69.3866,-2,15,-2.29661700635817,"SC10",8,"plx"
"2337","WellR02-C04H2B_day3",541,9.07948478382682,-16.1116,-1,15,-0.0626222734757338,"SC10",8,"plx"
"2338","WellR02-C04H2B_day4",565,9.14210705730255,0,0,15,0,"SC10",8,"plx"
"2339","WellR02-C04H2B_day5",586,9.19475685442225,29.8228,1,15,0.0526497971196989,"SC10",8,"plx"
"2340","WellR02-C04H2B_day6",781,9.60917873814198,48.6431,2,15,0.46707168083943,"SC10",8,"plx"
"2341","WellR02-C04H2B_day7",941,9.87805091272854,78.8578,3,15,0.735943855425987,"SC10",8,"plx"
"2342","WellR02-C04H2B_day8",804,9.65105169117893,98.4842,4,15,0.508944633876379,"SC10",8,"plx"
"2343","WellR02-C04H2B_day9",801,9.64565843240871,129.3848,5,15,0.503551375106161,"SC10",8,"plx"
"2344","WellR02-C05H2B_day0",8,3,-138.3394,-4,16,-5.85174904141606,"SC10",8,"plx"
"2345","WellR02-C05H2B_day1",33,5.04439411935845,-94.2383,-3,16,-3.8073549220576,"SC10",8,"plx"
"2346","WellR02-C05H2B_day2",89,6.4757334309664,-69.3866,-2,16,-2.37601561044966,"SC10",8,"plx"
"2347","WellR02-C05H2B_day3",351,8.45532722030456,-16.1116,-1,16,-0.396421821111497,"SC10",8,"plx"
"2348","WellR02-C05H2B_day4",462,8.85174904141606,0,0,16,0,"SC10",8,"plx"
"2349","WellR02-C05H2B_day5",459,8.84235034341381,29.8228,1,16,-0.00939869800225068,"SC10",8,"plx"
"2350","WellR02-C05H2B_day6",581,9.18239435340453,48.6431,2,16,0.330645311988471,"SC10",8,"plx"
"2351","WellR02-C05H2B_day7",699,9.44914864537544,78.8578,3,16,0.597399603959378,"SC10",8,"plx"
"2352","WellR02-C05H2B_day8",600,9.22881869049588,98.4842,4,16,0.377069649079823,"SC10",8,"plx"
"2353","WellR02-C05H2B_day9",607,9.24555270625568,129.3848,5,16,0.393803664839623,"SC10",8,"plx"
"2354","WellR02-C06H2B_day0",20,4.32192809488736,-138.3394,-4,17,-5.08321336824898,"SC10",8,"plx"
"2355","WellR02-C06H2B_day1",77,6.2667865406949,-94.2383,-3,17,-3.13835492244144,"SC10",8,"plx"
"2356","WellR02-C06H2B_day2",145,7.17990909001493,-69.3866,-2,17,-2.22523237312141,"SC10",8,"plx"
"2357","WellR02-C06H2B_day3",609,9.25029841790633,-16.1116,-1,17,-0.154843045230011,"SC10",8,"plx"
"2358","WellR02-C06H2B_day4",678,9.40514146313634,0,0,17,0,"SC10",8,"plx"
"2359","WellR02-C06H2B_day5",694,9.43879185257826,29.8228,1,17,0.0336503894419167,"SC10",8,"plx"
"2360","WellR02-C06H2B_day6",916,9.83920378809694,48.6431,2,17,0.4340623249606,"SC10",8,"plx"
"2361","WellR02-C06H2B_day7",1234,10.2691266791494,78.8578,3,17,0.863985216013074,"SC10",8,"plx"
"2362","WellR02-C06H2B_day8",1139,10.1535520317081,98.4842,4,17,0.748410568571767,"SC10",8,"plx"
"2363","WellR02-C06H2B_day9",1171,10.1935253605012,129.3848,5,17,0.788383897364872,"SC10",8,"plx"
"2364","WellR02-C06H2B_day0",8,3,-138.3394,-4,18,-5.02236781302845,"SC10",8,"plx"
"2365","WellR02-C06H2B_day1",24,4.58496250072116,-94.2383,-3,18,-3.4374053123073,"SC10",8,"plx"
"2366","WellR02-C06H2B_day2",57,5.83289001416474,-69.3866,-2,18,-2.18947779886371,"SC10",8,"plx"
"2367","WellR02-C06H2B_day3",262,8.03342300153745,-16.1116,-1,18,0.0110551885089958,"SC10",8,"plx"
"2368","WellR02-C06H2B_day4",260,8.02236781302845,0,0,18,0,"SC10",8,"plx"
"2369","WellR02-C06H2B_day5",237,7.88874324889826,29.8228,1,18,-0.133624564130195,"SC10",8,"plx"
"2370","WellR02-C06H2B_day6",346,8.43462822763673,48.6431,2,18,0.412260414608271,"SC10",8,"plx"
"2371","WellR02-C06H2B_day7",459,8.84235034341381,78.8578,3,18,0.819982530385353,"SC10",8,"plx"
"2372","WellR02-C06H2B_day8",369,8.5274770060604,98.4842,4,18,0.505109193031942,"SC10",8,"plx"
"2373","WellR02-C06H2B_day9",363,8.50382573799575,129.3848,5,18,0.481457924967296,"SC10",8,"plx"
"2374","WellR02-C06H2B_day0",19,4.24792751344359,-138.3394,-4,19,-3.7178567712185,"SC10",8,"plx"
"2375","WellR02-C06H2B_day1",30,4.90689059560852,-94.2383,-3,19,-3.05889368905357,"SC10",8,"plx"
"2376","WellR02-C06H2B_day2",78,6.28540221886225,-69.3866,-2,19,-1.68038206579984,"SC10",8,"plx"
"2377","WellR02-C06H2B_day3",229,7.83920378809694,-16.1116,-1,19,-0.126580496565143,"SC10",8,"plx"
"2378","WellR02-C06H2B_day4",250,7.96578428466209,0,0,19,0,"SC10",8,"plx"
"2379","WellR02-C06H2B_day5",228,7.83289001416474,29.8228,1,19,-0.132894270497346,"SC10",8,"plx"
"2380","WellR02-C06H2B_day6",339,8.40514146313634,48.6431,2,19,0.439357178474257,"SC10",8,"plx"
"2381","WellR02-C06H2B_day7",454,8.82654848729091,78.8578,3,19,0.860764202628827,"SC10",8,"plx"
"2382","WellR02-C06H2B_day8",459,8.84235034341381,98.4842,4,19,0.87656605875172,"SC10",8,"plx"
"2383","WellR02-C06H2B_day9",468,8.8703647195834,129.3848,5,19,0.904580434921318,"SC10",8,"plx"
"2384","WellR02-C06H2B_day0",10,3.32192809488736,-138.3394,-4,20,-4.97269265400426,"SC10",8,"plx"
"2385","WellR02-C06H2B_day1",35,5.12928301694497,-94.2383,-3,20,-3.16533773194666,"SC10",8,"plx"
"2386","WellR02-C06H2B_day2",72,6.16992500144231,-69.3866,-2,20,-2.12469574744931,"SC10",8,"plx"
"2387","WellR02-C06H2B_day3",286,8.15987133677839,-16.1116,-1,20,-0.134749412113237,"SC10",8,"plx"
"2388","WellR02-C06H2B_day4",314,8.29462074889163,0,0,20,0,"SC10",8,"plx"
"2389","WellR02-C06H2B_day5",308,8.2667865406949,29.8228,1,20,-0.0278342081967242,"SC10",8,"plx"
"2390","WellR02-C06H2B_day6",412,8.68650052718322,48.6431,2,20,0.391879778291592,"SC10",8,"plx"
"2391","WellR02-C06H2B_day7",500,8.96578428466209,78.8578,3,20,0.671163535770461,"SC10",8,"plx"
"2392","WellR02-C06H2B_day8",497,8.95710204156229,98.4842,4,20,0.662481292670661,"SC10",8,"plx"
"2393","WellR02-C06H2B_day9",493,8.94544383637791,129.3848,5,20,0.650823087486286,"SC10",8,"plx"
"2394","WellR02-C07H2B_day0",12,3.58496250072116,-138.3394,-4,21,-4.77258950389693,"SC10",8,"plx"
"2395","WellR02-C07H2B_day1",37,5.20945336562895,-94.2383,-3,21,-3.14809863898913,"SC10",8,"plx"
"2396","WellR02-C07H2B_day2",62,5.95419631038687,-69.3866,-2,21,-2.40335569423121,"SC10",8,"plx"
"2397","WellR02-C07H2B_day3",262,8.03342300153745,-16.1116,-1,21,-0.324129003080634,"SC10",8,"plx"
"2398","WellR02-C07H2B_day4",328,8.35755200461808,0,0,21,0,"SC10",8,"plx"
"2399","WellR02-C07H2B_day5",356,8.4757334309664,29.8228,1,21,0.118181426348315,"SC10",8,"plx"
"2400","WellR02-C07H2B_day6",481,8.90989308377004,48.6431,2,21,0.552341079151958,"SC10",8,"plx"
"2401","WellR02-C07H2B_day7",655,9.35535109642481,78.8578,3,21,0.997799091806728,"SC10",8,"plx"
"2402","WellR02-C07H2B_day8",607,9.24555270625568,98.4842,4,21,0.888000701637598,"SC10",8,"plx"
"2403","WellR02-C07H2B_day9",655,9.35535109642481,129.3848,5,21,0.997799091806728,"SC10",8,"plx"
"2404","WellR02-C07H2B_day0",19,4.24792751344359,-138.3394,-4,22,-4.82888808360725,"SC10",8,"plx"
"2405","WellR02-C07H2B_day1",65,6.02236781302845,-94.2383,-3,22,-3.05444778402238,"SC10",8,"plx"
"2406","WellR02-C07H2B_day2",120,6.90689059560852,-69.3866,-2,22,-2.16992500144231,"SC10",8,"plx"
"2407","WellR02-C07H2B_day3",446,8.8008998999203,-16.1116,-1,22,-0.275915697130527,"SC10",8,"plx"
"2408","WellR02-C07H2B_day4",540,9.07681559705083,0,0,22,0,"SC10",8,"plx"
"2409","WellR02-C07H2B_day5",534,9.06069593168755,29.8228,1,22,-0.0161196653632771,"SC10",8,"plx"
"2410","WellR02-C07H2B_day6",631,9.30149619498255,48.6431,2,22,0.224680597931718,"SC10",8,"plx"
"2411","WellR02-C07H2B_day7",757,9.56414948998573,78.8578,3,22,0.487333892934901,"SC10",8,"plx"
"2412","WellR02-C07H2B_day8",760,9.56985560833095,98.4842,4,22,0.493040011280117,"SC10",8,"plx"
"2413","WellR02-C07H2B_day9",727,9.50581155391959,129.3848,5,22,0.428995956868762,"SC10",8,"plx"
"2414","WellR02-C07H2B_day0",8,3,-138.3394,-4,23,-5.08214904135387,"SC10",8,"plx"
"2415","WellR02-C07H2B_day1",30,4.90689059560852,-94.2383,-3,23,-3.17525844574535,"SC10",8,"plx"
"2416","WellR02-C07H2B_day2",75,6.22881869049588,-69.3866,-2,23,-1.85333035085799,"SC10",8,"plx"
"2417","WellR02-C07H2B_day3",233,7.86418614465428,-16.1116,-1,23,-0.21796289669959,"SC10",8,"plx"
"2418","WellR02-C07H2B_day4",271,8.08214904135387,0,0,23,0,"SC10",8,"plx"
"2419","WellR02-C07H2B_day5",267,8.06069593168755,29.8228,1,23,-0.0214531096663162,"SC10",8,"plx"
"2420","WellR02-C07H2B_day6",394,8.62205181945638,48.6431,2,23,0.539902778102505,"SC10",8,"plx"
"2421","WellR02-C07H2B_day7",514,9.00562454919388,78.8578,3,23,0.923475507840008,"SC10",8,"plx"
"2422","WellR02-C07H2B_day8",524,9.03342300153745,98.4842,4,23,0.951273960183579,"SC10",8,"plx"
"2423","WellR02-C07H2B_day9",540,9.07681559705083,129.3848,5,23,0.994666555696961,"SC10",8,"plx"
"2424","WellR02-C07H2B_day0",8,3,-138.3394,-4,24,-4.70043971814109,"SC10",8,"plx"
"2425","WellR02-C07H2B_day1",28,4.8073549220576,-94.2383,-3,24,-2.89308479608349,"SC10",8,"plx"
"2426","WellR02-C07H2B_day2",46,5.52356195605701,-69.3866,-2,24,-2.17687776208408,"SC10",8,"plx"
"2427","WellR02-C07H2B_day3",154,7.2667865406949,-16.1116,-1,24,-0.433653177446191,"SC10",8,"plx"
"2428","WellR02-C07H2B_day4",208,7.70043971814109,0,0,24,0,"SC10",8,"plx"
"2429","WellR02-C07H2B_day5",201,7.65105169117893,29.8228,1,24,-0.0493880269621627,"SC10",8,"plx"
"2430","WellR02-C07H2B_day6",263,8.0389189892923,48.6431,2,24,0.33847927115121,"SC10",8,"plx"
"2431","WellR02-C07H2B_day7",311,8.2807707701306,78.8578,3,24,0.580331051989512,"SC10",8,"plx"
"2432","WellR02-C07H2B_day8",332,8.37503943134693,98.4842,4,24,0.674599713205834,"SC10",8,"plx"
"2433","WellR02-C07H2B_day9",316,8.3037807481771,129.3848,5,24,0.60334103003601,"SC10",8,"plx"
"2434","WellR02-C07H2B_day0",11,3.4594316186373,-138.3394,-4,25,-4.64385618977472,"SC10",8,"plx"
"2435","WellR02-C07H2B_day1",37,5.20945336562895,-94.2383,-3,25,-2.89383444278307,"SC10",8,"plx"
"2436","WellR02-C07H2B_day2",72,6.16992500144231,-69.3866,-2,25,-1.93336280696971,"SC10",8,"plx"
"2437","WellR02-C07H2B_day3",280,8.12928301694497,-16.1116,-1,25,0.0259952085329456,"SC10",8,"plx"
"2438","WellR02-C07H2B_day4",275,8.10328780841202,0,0,25,0,"SC10",8,"plx"
"2439","WellR02-C07H2B_day5",233,7.86418614465428,29.8228,1,25,-0.239101663757741,"SC10",8,"plx"
"2440","WellR02-C07H2B_day6",333,8.37937836707126,48.6431,2,25,0.27609055865924,"SC10",8,"plx"
"2441","WellR02-C07H2B_day7",447,8.80413102118332,78.8578,3,25,0.700843212771296,"SC10",8,"plx"
"2442","WellR02-C07H2B_day8",136,7.08746284125034,98.4842,4,25,-1.01582496716168,"SC10",8,"plx"
"2443","WellR02-C07H2B_day9",178,7.4757334309664,129.3848,5,25,-0.627554377445624,"SC10",8,"plx"
"2444","WellR02-C08H2B_day0",13,3.70043971814109,-138.3394,-4,26,-5.30237529746596,"SC10",8,"plx"
"2445","WellR02-C08H2B_day1",62,5.95419631038687,-94.2383,-3,26,-3.04861870522018,"SC10",8,"plx"
"2446","WellR02-C08H2B_day2",110,6.78135971352466,-69.3866,-2,26,-2.22145530208239,"SC10",8,"plx"
"2447","WellR02-C08H2B_day3",478,8.90086680798075,-16.1116,-1,26,-0.101948207626306,"SC10",8,"plx"
"2448","WellR02-C08H2B_day4",513,9.00281501560705,0,0,26,0,"SC10",8,"plx"
"2449","WellR02-C08H2B_day5",539,9.07414146275251,29.8228,1,26,0.0713264471454522,"SC10",8,"plx"
"2450","WellR02-C08H2B_day6",715,9.48179943166575,48.6431,2,26,0.478984416058699,"SC10",8,"plx"
"2451","WellR02-C08H2B_day7",913,9.83447104998422,78.8578,3,26,0.831656034377168,"SC10",8,"plx"
"2452","WellR02-C08H2B_day8",780,9.60733031374961,98.4842,4,26,0.604515298142557,"SC10",8,"plx"
"2453","WellR02-C08H2B_day9",764,9.57742882803575,129.3848,5,26,0.574613812428696,"SC10",8,"plx"
"2454","WellR02-C08H2B_day0",6,2.58496250072116,-138.3394,-4,27,-5.13613668798603,"SC10",8,"plx"
"2455","WellR02-C08H2B_day1",18,4.16992500144231,-94.2383,-3,27,-3.55117418726487,"SC10",8,"plx"
"2456","WellR02-C08H2B_day2",37,5.20945336562895,-69.3866,-2,27,-2.51164582307823,"SC10",8,"plx"
"2457","WellR02-C08H2B_day3",152,7.24792751344359,-16.1116,-1,27,-0.473171675263599,"SC10",8,"plx"
"2458","WellR02-C08H2B_day4",211,7.72109918870718,0,0,27,0,"SC10",8,"plx"
"2459","WellR02-C08H2B_day5",178,7.4757334309664,29.8228,1,27,-0.245365757740787,"SC10",8,"plx"
"2460","WellR02-C08H2B_day6",241,7.91288933622996,48.6431,2,27,0.191790147522777,"SC10",8,"plx"
"2461","WellR02-C08H2B_day7",393,8.61838550225861,78.8578,3,27,0.897286313551422,"SC10",8,"plx"
"2462","WellR02-C08H2B_day8",364,8.5077946401987,98.4842,4,27,0.786695451491512,"SC10",8,"plx"
"2463","WellR02-C08H2B_day9",410,8.67948009950545,129.3848,5,27,0.958380910798261,"SC10",8,"plx"
"2464","WellR02-C08H2B_day0",8,3,-138.3394,-4,28,-5.11374216604919,"SC10",8,"plx"
"2465","WellR02-C08H2B_day1",32,5,-94.2383,-3,28,-3.11374216604919,"SC10",8,"plx"
"2466","WellR02-C08H2B_day2",60,5.90689059560852,-69.3866,-2,28,-2.20685157044067,"SC10",8,"plx"
"2467","WellR02-C08H2B_day3",229,7.83920378809694,-16.1116,-1,28,-0.274538377952245,"SC10",8,"plx"
"2468","WellR02-C08H2B_day4",277,8.11374216604919,0,0,28,0,"SC10",8,"plx"
"2469","WellR02-C08H2B_day5",266,8.05528243550119,29.8228,1,28,-0.0584597305479999,"SC10",8,"plx"
"2470","WellR02-C08H2B_day6",314,8.29462074889163,48.6431,2,28,0.180878582842437,"SC10",8,"plx"
"2471","WellR02-C08H2B_day7",421,8.7176764230664,78.8578,3,28,0.603934257017206,"SC10",8,"plx"
"2472","WellR02-C08H2B_day8",403,8.65463602852797,98.4842,4,28,0.540893862478779,"SC10",8,"plx"
"2473","WellR02-C08H2B_day9",407,8.66888498426625,129.3848,5,28,0.555142818217059,"SC10",8,"plx"
"2474","WellR02-C09H2B_day0",9,3.16992500144231,-138.3394,-4,29,-4.82442843541655,"SC10",8,"plx"
"2475","WellR02-C09H2B_day1",18,4.16992500144231,-94.2383,-3,29,-3.82442843541655,"SC10",8,"plx"
"2476","WellR02-C09H2B_day2",57,5.83289001416474,-69.3866,-2,29,-2.16146342269412,"SC10",8,"plx"
"2477","WellR02-C09H2B_day3",210,7.71424551766612,-16.1116,-1,29,-0.280107919192735,"SC10",8,"plx"
"2478","WellR02-C09H2B_day4",255,7.99435343685886,0,0,29,0,"SC10",8,"plx"
"2479","WellR02-C09H2B_day5",255,7.99435343685886,29.8228,1,29,0,"SC10",8,"plx"
"2480","WellR02-C09H2B_day6",368,8.52356195605701,48.6431,2,29,0.529208519198154,"SC10",8,"plx"
"2481","WellR02-C09H2B_day7",465,8.86108690599539,78.8578,3,29,0.866733469136537,"SC10",8,"plx"
"2482","WellR02-C09H2B_day8",509,8.9915218460757,98.4842,4,29,0.997168409216838,"SC10",8,"plx"
"2483","WellR02-C09H2B_day9",534,9.06069593168755,129.3848,5,29,1.0663424948287,"SC10",8,"plx"
"2484","WellR02-C09H2B_day0",13,3.70043971814109,-138.3394,-4,30,-4.18830353075717,"SC10",8,"plx"
"2485","WellR02-C09H2B_day1",25,4.64385618977472,-94.2383,-3,30,-3.24488705912353,"SC10",8,"plx"
"2486","WellR02-C09H2B_day2",43,5.4262647547021,-69.3866,-2,30,-2.46247849419616,"SC10",8,"plx"
"2487","WellR02-C09H2B_day3",218,7.76818432477693,-16.1116,-1,30,-0.120558924121333,"SC10",8,"plx"
"2488","WellR02-C09H2B_day4",237,7.88874324889826,0,0,30,0,"SC10",8,"plx"
"2489","WellR02-C09H2B_day5",233,7.86418614465428,29.8228,1,30,-0.0245571042439785,"SC10",8,"plx"
"2490","WellR02-C09H2B_day6",300,8.22881869049588,48.6431,2,30,0.340075441597622,"SC10",8,"plx"
"2491","WellR02-C09H2B_day7",368,8.52356195605701,78.8578,3,30,0.634818707158753,"SC10",8,"plx"
"2492","WellR02-C09H2B_day8",262,8.03342300153745,98.4842,4,30,0.144679752639191,"SC10",8,"plx"
"2493","WellR02-C09H2B_day9",252,7.97727992349992,129.3848,5,30,0.0885366746016576,"SC10",8,"plx"
"2494","WellR03-C02H2B_day0",14,3.8073549220576,-138.3394,-4,31,-4.63143693052066,"SC10",8,"plx"
"2495","WellR03-C02H2B_day1",43,5.4262647547021,-94.2383,-3,31,-3.01252709787616,"SC10",8,"plx"
"2496","WellR03-C02H2B_day2",75,6.22881869049588,-69.3866,-2,31,-2.20997316208238,"SC10",8,"plx"
